Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Unit Price,Quantity,Discount,Total Sales,Profit
7423,2022-12-16,2022-12-21,First Class,C-2802,Customer C-2802,Consumer,Illinois City 4,Illinois,Central,Clothing,Trousers,Global Trousers 202,26.69,6,0.5,80.07,-14.49
2666,2022-12-16,2022-12-20,First Class,C-3913,Customer C-3913,Home Office,California City 2,California,West,Technology,Phones,Global Phones 859,673.71,10,0.2,5389.68,228.92
7622,2022-12-16,2022-12-19,Standard Class,C-4074,Customer C-4074,Home Office,Oregon City 1,Oregon,West,Office Supplies,Binders,Value Binders 921,68.0,7,0.2,380.8,61.99
5465,2022-12-16,2022-12-20,Standard Class,C-3944,Customer C-3944,Home Office,Pennsylvania City 3,Pennsylvania,East,Furniture,Bookcases,Value Bookcases 510,421.57,3,0.2,1011.77,109.2
11187,2022-12-16,2022-12-20,Second Class,C-2984,Customer C-2984,Corporate,Tennessee City 4,Tennessee,South,Technology,Accessories,Best Accessories 721,1083.46,10,0.3,7584.22,-666.12
13031,2022-12-16,2022-12-20,Same Day,C-1493,Customer C-1493,Consumer,Michigan City 1,Michigan,Central,Furniture,Bookcases,Value Bookcases 348,719.87,10,0.2,5758.96,534.02
7331,2022-12-16,2022-12-16,Standard Class,C-4439,Customer C-4439,Consumer,Florida City 1,Florida,South,Clothing,Jackets,Best Jackets 377,76.04,10,0.5,380.2,-92.23
9196,2022-12-17,2022-12-20,Same Day,C-2468,Customer C-2468,Consumer,Indiana City 3,Indiana,Central,Office Supplies,Labels,Best Labels 382,62.4,8,0.3,349.44,-33.66
5993,2022-12-17,2022-12-18,Same Day,C-2476,Customer C-2476,Corporate,Ohio City 2,Ohio,East,Furniture,Chairs,Global Chairs 695,377.15,2,0.2,603.44,120.34
2739,2022-12-17,2022-12-22,First Class,C-1611,Customer C-1611,Consumer,Indiana City 4,Indiana,Central,Office Supplies,Paper,Acme Paper 428,54.07,10,0.2,432.56,41.67
14892,2022-12-17,2022-12-22,Standard Class,C-3113,Customer C-3113,Corporate,Indiana City 2,Indiana,Central,Clothing,Trousers,Best Trousers 475,136.73,4,0.2,437.54,54.55
5268,2022-12-17,2022-12-19,Same Day,C-1383,Customer C-1383,Consumer,Pennsylvania City 2,Pennsylvania,East,Home & Garden,Plants,Best Plants 790,63.93,9,0.2,460.3,64.16
12495,2022-12-17,2022-12-18,Standard Class,C-4905,Customer C-4905,Consumer,Massachusetts City 1,Massachusetts,East,Furniture,Chairs,Best Chairs 415,782.36,10,0.2,6258.88,1144.08
14812,2022-12-17,2022-12-21,Same Day,C-1516,Customer C-1516,Home Office,Michigan City 2,Michigan,Central,Home & Garden,Kitchenware,Acme Kitchenware 823,223.71,7,0.2,1252.78,130.76
5744,2022-12-17,2022-12-21,Second Class,C-3228,Customer C-3228,Consumer,Florida City 3,Florida,South,Home & Garden,Kitchenware,Global Kitchenware 803,282.21,8,0.5,1128.84,-306.43
6645,2022-12-17,2022-12-20,Second Class,C-2440,Customer C-2440,Consumer,New York City 3,New York,East,Technology,Copiers,Best Copiers 413,1234.74,5,0.2,4938.96,354.83
9661,2022-12-17,2022-12-22,First Class,C-2448,Customer C-2448,Consumer,Pennsylvania City 1,Pennsylvania,East,Clothing,Trousers,Value Trousers 872,25.79,6,0.2,123.79,14.62
12432,2022-12-17,2022-12-20,Standard Class,C-4897,Customer C-4897,Consumer,California City 1,California,West,Furniture,Tables,Premium Tables 109,393.57,5,0.2,1574.28,53.76
11827,2022-12-17,2022-12-19,Second Class,C-1623,Customer C-1623,Consumer,Texas City 4,Texas,Central,Office Supplies,Supplies,Global Supplies 329,14.56,9,0.2,104.83,10.19
2735,2022-12-18,2022-12-18,Same Day,C-3524,Customer C-3524,Consumer,Pennsylvania City 3,Pennsylvania,East,Office Supplies,Fasteners,Global Fasteners 660,34.45,5,0.2,137.8,17.62
14267,2022-12-18,2022-12-23,Standard Class,C-1049,Customer C-1049,Consumer,New York City 3,New York,East,Clothing,Trousers,Global Trousers 320,98.95,7,0.3,484.85,6.09
11254,2022-12-18,2022-12-23,Standard Class,C-3447,Customer C-3447,Consumer,Indiana City 1,Indiana,Central,Home & Garden,Plants,Best Plants 408,154.37,2,0.2,246.99,23.71
10685,2022-12-18,2022-12-20,Same Day,C-1660,Customer C-1660,Consumer,Oregon City 4,Oregon,West,Technology,Accessories,Premium Accessories 948,1970.31,9,0.2,14186.23,1758.72
6351,2022-12-18,2022-12-19,Second Class,C-1933,Customer C-1933,Consumer,Massachusetts City 4,Massachusetts,East,Clothing,T-Shirts,Global T-Shirts 143,185.32,6,0.2,889.54,39.1
7139,2022-12-18,2022-12-21,Second Class,C-3261,Customer C-3261,Home Office,Tennessee City 4,Tennessee,South,Home & Garden,Kitchenware,Value Kitchenware 845,149.93,6,0.2,719.66,100.58
4660,2022-12-18,2022-12-18,Same Day,C-2582,Customer C-2582,Consumer,Illinois City 2,Illinois,Central,Furniture,Tables,Best Tables 499,319.51,5,0.2,1278.04,119.23
10914,2022-12-18,2022-12-19,Same Day,C-3383,Customer C-3383,Home Office,Indiana City 3,Indiana,Central,Technology,Accessories,Best Accessories 425,1141.66,10,0.4,6849.96,-330.61
10766,2022-12-18,2022-12-18,First Class,C-1123,Customer C-1123,Home Office,Washington City 1,Washington,West,Home & Garden,Kitchenware,Value Kitchenware 431,105.14,4,0.5,210.28,-22.44
6458,2022-12-18,2022-12-23,Same Day,C-2863,Customer C-2863,Consumer,Washington City 3,Washington,West,Office Supplies,Supplies,Best Supplies 289,74.17,6,0.2,356.02,61.82
3344,2022-12-18,2022-12-19,Second Class,C-4650,Customer C-4650,Corporate,North Carolina City 1,North Carolina,South,Office Supplies,Art,Acme Art 579,86.7,5,0.2,346.8,40.85
1884,2022-12-18,2022-12-23,Second Class,C-4009,Customer C-4009,Consumer,Ohio City 4,Ohio,East,Office Supplies,Envelopes,Acme Envelopes 390,14.85,3,0.2,35.64,0.96
11404,2022-12-19,2022-12-19,Second Class,C-2377,Customer C-2377,Corporate,Indiana City 2,Indiana,Central,Home & Garden,Kitchenware,Global Kitchenware 269,182.39,6,0.2,875.47,2.01
14002,2022-12-19,2022-12-19,Same Day,C-4688,Customer C-4688,Consumer,Michigan City 3,Michigan,Central,Technology,Phones,Premium Phones 603,1496.04,3,0.2,3590.5,171.04
12434,2022-12-19,2022-12-23,Standard Class,C-4573,Customer C-4573,Home Office,Pennsylvania City 4,Pennsylvania,East,Technology,Machines,Premium Machines 487,731.28,7,0.2,4095.17,743.28
14568,2022-12-19,2022-12-20,First Class,C-2976,Customer C-2976,Consumer,Virginia City 2,Virginia,South,Technology,Machines,Premium Machines 546,617.31,12,0.2,5926.18,481.03
6797,2022-12-19,2022-12-19,First Class,C-2772,Customer C-2772,Consumer,Texas City 1,Texas,Central,Technology,Phones,Global Phones 867,1885.21,11,0.2,16589.85,347.97
13355,2022-12-19,2022-12-19,Standard Class,C-2526,Customer C-2526,Consumer,Ohio City 3,Ohio,East,Technology,Accessories,Global Accessories 909,1169.32,9,0.5,5261.94,-1118.23
10448,2022-12-19,2022-12-23,Second Class,C-4931,Customer C-4931,Consumer,California City 2,California,West,Technology,Copiers,Global Copiers 748,735.86,11,0.2,6475.57,832.38
14352,2022-12-19,2022-12-22,Standard Class,C-3826,Customer C-3826,Corporate,Florida City 4,Florida,South,Home & Garden,Garden Tools,Best Garden Tools 491,118.05,8,0.3,661.08,57.96
2308,2022-12-19,2022-12-22,Second Class,C-2439,Customer C-2439,Corporate,Tennessee City 4,Tennessee,South,Technology,Phones,Value Phones 554,243.74,9,0.2,1754.93,169.63
7769,2022-12-19,2022-12-20,Same Day,C-1796,Customer C-1796,Consumer,New York City 3,New York,East,Furniture,Bookcases,Global Bookcases 710,737.35,7,0.2,4129.16,231.85
3777,2022-12-19,2022-12-23,First Class,C-4173,Customer C-4173,Consumer,California City 4,California,West,Home & Garden,Garden Tools,Acme Garden Tools 898,83.8,8,0.4,402.24,-72.07
14977,2022-12-19,2022-12-19,Same Day,C-1869,Customer C-1869,Consumer,New York City 2,New York,East,Office Supplies,Fasteners,Premium Fasteners 303,66.83,8,0.4,320.78,-42.36
13938,2022-12-19,2022-12-24,Second Class,C-1760,Customer C-1760,Consumer,Tennessee City 2,Tennessee,South,Technology,Copiers,Premium Copiers 216,929.45,10,0.2,7435.6,743.38
7993,2022-12-19,2022-12-23,Same Day,C-3921,Customer C-3921,Home Office,Tennessee City 2,Tennessee,South,Furniture,Bookcases,Global Bookcases 966,804.43,3,0.2,1930.63,69.12
7528,2022-12-19,2022-12-24,First Class,C-4522,Customer C-4522,Home Office,North Carolina City 4,North Carolina,South,Home & Garden,Plants,Value Plants 233,233.66,11,0.2,2056.21,147.0
4864,2022-12-19,2022-12-22,First Class,C-3140,Customer C-3140,Consumer,Michigan City 3,Michigan,Central,Furniture,Bookcases,Premium Bookcases 140,158.56,10,0.2,1268.48,142.2
1379,2022-12-19,2022-12-19,Second Class,C-3936,Customer C-3936,Consumer,Virginia City 4,Virginia,South,Clothing,T-Shirts,Value T-Shirts 336,97.9,3,0.2,234.96,41.42
3429,2022-12-19,2022-12-24,Second Class,C-3085,Customer C-3085,Home Office,Ohio City 1,Ohio,East,Office Supplies,Binders,Premium Binders 322,56.21,9,0.3,354.12,21.6
9249,2022-12-19,2022-12-23,Standard Class,C-1354,Customer C-1354,Consumer,Massachusetts City 1,Massachusetts,East,Office Supplies,Appliances,Value Appliances 191,81.66,5,0.2,326.64,0.51
13735,2022-12-20,2022-12-21,First Class,C-1650,Customer C-1650,Home Office,Virginia City 1,Virginia,South,Home & Garden,Kitchenware,Best Kitchenware 568,253.76,12,0.2,2436.1,344.48
3755,2022-12-20,2022-12-21,Same Day,C-4194,Customer C-4194,Home Office,Arizona City 2,Arizona,West,Office Supplies,Paper,Value Paper 870,36.17,8,0.2,231.49,28.46
9334,2022-12-20,2022-12-23,Standard Class,C-1104,Customer C-1104,Consumer,Florida City 2,Florida,South,Home & Garden,Plants,Value Plants 440,121.1,6,0.2,581.28,0.82
9993,2022-12-20,2022-12-21,Same Day,C-1409,Customer C-1409,Consumer,North Carolina City 2,North Carolina,South,Office Supplies,Supplies,Value Supplies 879,74.24,5,0.2,296.96,45.56
5831,2022-12-20,2022-12-25,Same Day,C-1428,Customer C-1428,Corporate,Michigan City 3,Michigan,Central,Home & Garden,Kitchenware,Best Kitchenware 833,151.89,12,0.4,1093.61,-94.65
14415,2022-12-20,2022-12-24,Standard Class,C-3499,Customer C-3499,Consumer,Arizona City 1,Arizona,West,Furniture,Tables,Premium Tables 873,273.08,10,0.2,2184.64,45.15
7490,2022-12-20,2022-12-22,Standard Class,C-3470,Customer C-3470,Consumer,Michigan City 2,Michigan,Central,Home & Garden,Kitchenware,Global Kitchenware 671,186.56,12,0.2,1790.98,227.55
5852,2022-12-20,2022-12-25,First Class,C-4434,Customer C-4434,Consumer,North Carolina City 3,North Carolina,South,Home & Garden,Decor,Premium Decor 417,63.95,9,0.2,460.44,40.15
2954,2022-12-20,2022-12-23,Second Class,C-3341,Customer C-3341,Corporate,Oregon City 4,Oregon,West,Office Supplies,Paper,Best Paper 621,31.16,8,0.4,149.57,-5.96
4090,2022-12-20,2022-12-22,Standard Class,C-4638,Customer C-4638,Corporate,Arizona City 3,Arizona,West,Clothing,Trousers,Best Trousers 643,107.51,8,0.2,688.06,25.97
11752,2022-12-20,2022-12-20,Same Day,C-3098,Customer C-3098,Corporate,Illinois City 4,Illinois,Central,Home & Garden,Decor,Premium Decor 780,174.72,11,0.2,1537.54,40.05
7673,2022-12-20,2022-12-22,Standard Class,C-4868,Customer C-4868,Consumer,Michigan City 2,Michigan,Central,Clothing,Dresses,Global Dresses 193,65.19,7,0.2,365.06,22.95
1559,2022-12-20,2022-12-23,First Class,C-3983,Customer C-3983,Consumer,Oregon City 2,Oregon,West,Office Supplies,Appliances,Best Appliances 219,60.05,10,0.2,480.4,3.29
6749,2022-12-21,2022-12-26,First Class,C-2993,Customer C-2993,Consumer,North Carolina City 2,North Carolina,South,Clothing,Jackets,Premium Jackets 472,71.74,11,0.2,631.31,118.63
2294,2022-12-21,2022-12-25,Second Class,C-4801,Customer C-4801,Consumer,North Carolina City 1,North Carolina,South,Technology,Phones,Value Phones 376,1991.46,10,0.2,15931.68,1095.79
14040,2022-12-21,2022-12-22,Second Class,C-4884,Customer C-4884,Consumer,Massachusetts City 2,Massachusetts,East,Office Supplies,Fasteners,Acme Fasteners 153,74.42,6,0.5,223.26,-22.65
208,2022-12-21,2022-12-24,Same Day,C-1224,Customer C-1224,Home Office,Texas City 4,Texas,Central,Home & Garden,Decor,Value Decor 722,236.31,9,0.2,1701.43,51.84
12004,2022-12-21,2022-12-22,Standard Class,C-3328,Customer C-3328,Corporate,Washington City 1,Washington,West,Home & Garden,Kitchenware,Best Kitchenware 369,25.27,6,0.2,121.3,3.03
11392,2022-12-21,2022-12-24,First Class,C-4662,Customer C-4662,Consumer,Pennsylvania City 4,Pennsylvania,East,Technology,Copiers,Acme Copiers 307,837.05,12,0.3,7031.22,71.09
12821,2022-12-21,2022-12-23,Second Class,C-1219,Customer C-1219,Consumer,Massachusetts City 4,Massachusetts,East,Office Supplies,Binders,Value Binders 199,69.85,4,0.2,223.52,33.07
11291,2022-12-21,2022-12-26,Second Class,C-1379,Customer C-1379,Corporate,Indiana City 2,Indiana,Central,Furniture,Furnishings,Global Furnishings 342,436.83,9,0.2,3145.18,419.6
2084,2022-12-21,2022-12-23,Standard Class,C-1405,Customer C-1405,Consumer,Oregon City 2,Oregon,West,Clothing,Trousers,Value Trousers 279,80.98,5,0.5,202.45,-44.89
2384,2022-12-21,2022-12-22,Same Day,C-2216,Customer C-2216,Corporate,Virginia City 1,Virginia,South,Technology,Phones,Best Phones 562,361.43,5,0.2,1445.72,25.07
12586,2022-12-21,2022-12-25,Second Class,C-1220,Customer C-1220,Corporate,Massachusetts City 1,Massachusetts,East,Clothing,Jackets,Value Jackets 977,180.71,4,0.2,578.27,40.88
4936,2022-12-21,2022-12-23,Standard Class,C-2050,Customer C-2050,Consumer,Virginia City 4,Virginia,South,Technology,Copiers,Value Copiers 770,1607.61,6,0.2,7716.53,258.52
12354,2022-12-22,2022-12-22,First Class,C-1049,Customer C-1049,Home Office,Illinois City 4,Illinois,Central,Office Supplies,Art,Acme Art 413,26.55,5,0.2,106.2,15.36
4077,2022-12-22,2022-12-27,First Class,C-3788,Customer C-3788,Consumer,Virginia City 1,Virginia,South,Technology,Phones,Acme Phones 497,718.18,4,0.2,2298.18,52.05
13195,2022-12-22,2022-12-22,Same Day,C-3001,Customer C-3001,Home Office,New York City 2,New York,East,Office Supplies,Appliances,Best Appliances 209,95.25,4,0.3,266.7,19.16
5066,2022-12-22,2022-12-24,Second Class,C-4585,Customer C-4585,Corporate,Tennessee City 4,Tennessee,South,Office Supplies,Appliances,Premium Appliances 917,78.81,10,0.2,630.48,47.26
6021,2022-12-22,2022-12-22,First Class,C-1568,Customer C-1568,Corporate,North Carolina City 2,North Carolina,South,Clothing,Trousers,Acme Trousers 970,185.45,6,0.2,890.16,68.68
9349,2022-12-22,2022-12-24,Second Class,C-4673,Customer C-4673,Home Office,Texas City 3,Texas,Central,Office Supplies,Fasteners,Best Fasteners 952,64.48,3,0.5,96.72,-15.16
2474,2022-12-22,2022-12-24,Second Class,C-1815,Customer C-1815,Home Office,North Carolina City 4,North Carolina,South,Furniture,Tables,Acme Tables 686,268.63,8,0.2,1719.23,84.31
5332,2022-12-22,2022-12-27,Standard Class,C-4490,Customer C-4490,Consumer,North Carolina City 1,North Carolina,South,Furniture,Chairs,Acme Chairs 855,960.02,9,0.4,5184.11,-509.38
13125,2022-12-22,2022-12-27,Second Class,C-4822,Customer C-4822,Consumer,Tennessee City 3,Tennessee,South,Office Supplies,Envelopes,Global Envelopes 564,79.36,10,0.2,634.88,97.7
4740,2022-12-22,2022-12-22,First Class,C-1835,Customer C-1835,Consumer,Texas City 4,Texas,Central,Technology,Copiers,Value Copiers 862,791.57,7,0.2,4432.79,602.76
11208,2022-12-22,2022-12-22,First Class,C-1617,Customer C-1617,Consumer,Tennessee City 2,Tennessee,South,Furniture,Tables,Value Tables 724,917.78,2,0.2,1468.45,274.9
4734,2022-12-22,2022-12-23,Same Day,C-1678,Customer C-1678,Consumer,Oregon City 2,Oregon,West,Technology,Copiers,Best Copiers 577,1131.56,13,0.2,11768.22,1776.62
7505,2022-12-22,2022-12-27,First Class,C-1695,Customer C-1695,Corporate,Pennsylvania City 1,Pennsylvania,East,Technology,Copiers,Acme Copiers 862,1326.24,3,0.2,3182.98,195.99
1002,2022-12-22,2022-12-26,Same Day,C-2397,Customer C-2397,Corporate,Ohio City 3,Ohio,East,Furniture,Furnishings,Acme Furnishings 938,909.14,8,0.3,5091.18,350.7
1129,2022-12-22,2022-12-26,Standard Class,C-3558,Customer C-3558,Consumer,Virginia City 1,Virginia,South,Office Supplies,Fasteners,Value Fasteners 516,61.65,9,0.2,443.88,51.42
1833,2022-12-22,2022-12-23,First Class,C-2092,Customer C-2092,Home Office,Ohio City 1,Ohio,East,Office Supplies,Storage,Value Storage 932,88.88,12,0.2,853.25,14.82
10234,2022-12-22,2022-12-27,First Class,C-1944,Customer C-1944,Consumer,Tennessee City 4,Tennessee,South,Technology,Copiers,Best Copiers 414,1324.02,7,0.2,7414.51,667.3
12845,2022-12-23,2022-12-27,Second Class,C-4351,Customer C-4351,Corporate,Washington City 3,Washington,West,Clothing,Trousers,Best Trousers 188,42.83,4,0.5,85.66,-18.38
6093,2022-12-23,2022-12-23,Same Day,C-2802,Customer C-2802,Corporate,Pennsylvania City 4,Pennsylvania,East,Technology,Accessories,Value Accessories 937,1146.57,12,0.2,11007.07,1061.03
5093,2022-12-23,2022-12-24,Second Class,C-4540,Customer C-4540,Corporate,Texas City 4,Texas,Central,Office Supplies,Paper,Global Paper 218,83.48,9,0.2,601.06,105.67
12525,2022-12-23,2022-12-28,Second Class,C-4807,Customer C-4807,Consumer,Illinois City 4,Illinois,Central,Office Supplies,Paper,Value Paper 750,29.23,10,0.2,233.84,14.0
3362,2022-12-23,2022-12-28,First Class,C-2901,Customer C-2901,Corporate,Illinois City 1,Illinois,Central,Clothing,Trousers,Global Trousers 257,77.39,10,0.5,386.95,-82.1
10492,2022-12-23,2022-12-28,First Class,C-2868,Customer C-2868,Consumer,Oregon City 1,Oregon,West,Clothing,Trousers,Value Trousers 860,54.91,9,0.2,395.35,21.28
6302,2022-12-23,2022-12-23,First Class,C-3815,Customer C-3815,Consumer,Arizona City 3,Arizona,West,Home & Garden,Decor,Global Decor 611,11.74,9,0.2,84.53,2.4
14110,2022-12-23,2022-12-27,Standard Class,C-3996,Customer C-3996,Home Office,North Carolina City 2,North Carolina,South,Clothing,Dresses,Acme Dresses 729,177.15,5,0.5,442.88,-48.66
3015,2022-12-23,2022-12-28,Second Class,C-1913,Customer C-1913,Corporate,Indiana City 4,Indiana,Central,Office Supplies,Paper,Premium Paper 532,61.38,9,0.2,441.94,74.93
2756,2022-12-23,2022-12-23,Second Class,C-4103,Customer C-4103,Corporate,California City 3,California,West,Clothing,Jackets,Value Jackets 783,151.25,8,0.2,968.0,48.73
8297,2022-12-23,2022-12-28,Second Class,C-3175,Customer C-3175,Consumer,Pennsylvania City 2,Pennsylvania,East,Technology,Accessories,Best Accessories 111,1700.24,6,0.2,8161.15,124.6
14909,2022-12-23,2022-12-25,Same Day,C-3935,Customer C-3935,Consumer,Florida City 4,Florida,South,Clothing,T-Shirts,Acme T-Shirts 835,121.15,11,0.3,932.86,-20.61
11329,2022-12-23,2022-12-26,Second Class,C-1731,Customer C-1731,Corporate,Tennessee City 2,Tennessee,South,Clothing,Dresses,Value Dresses 683,149.27,7,0.2,835.91,57.96
11284,2022-12-24,2022-12-25,Standard Class,C-4055,Customer C-4055,Consumer,Virginia City 3,Virginia,South,Furniture,Furnishings,Acme Furnishings 746,84.58,8,0.2,541.31,81.46
5771,2022-12-24,2022-12-28,Standard Class,C-1751,Customer C-1751,Consumer,Arizona City 1,Arizona,West,Office Supplies,Binders,Global Binders 160,73.98,9,0.2,532.66,30.54
5275,2022-12-24,2022-12-27,Standard Class,C-2272,Customer C-2272,Consumer,Michigan City 1,Michigan,Central,Technology,Copiers,Best Copiers 339,1309.59,4,0.2,4190.69,320.54
14972,2022-12-24,2022-12-28,Second Class,C-2543,Customer C-2543,Consumer,Florida City 2,Florida,South,Furniture,Chairs,Value Chairs 588,269.61,5,0.2,1078.44,87.05
2213,2022-12-24,2022-12-28,Same Day,C-4160,Customer C-4160,Consumer,Virginia City 3,Virginia,South,Furniture,Bookcases,Premium Bookcases 179,380.47,5,0.2,1521.88,38.32
8854,2022-12-24,2022-12-25,Same Day,C-2142,Customer C-2142,Home Office,Washington City 3,Washington,West,Home & Garden,Decor,Acme Decor 454,271.15,8,0.2,1735.36,250.82
14558,2022-12-24,2022-12-24,Same Day,C-4015,Customer C-4015,Home Office,Florida City 1,Florida,South,Home & Garden,Kitchenware,Premium Kitchenware 653,132.96,5,0.2,531.84,102.88
8450,2022-12-24,2022-12-27,Same Day,C-1415,Customer C-1415,Corporate,Florida City 4,Florida,South,Clothing,Jackets,Best Jackets 739,93.18,5,0.5,232.95,-31.09
11725,2022-12-24,2022-12-28,First Class,C-4945,Customer C-4945,Consumer,Pennsylvania City 1,Pennsylvania,East,Office Supplies,Labels,Best Labels 403,34.4,2,0.2,55.04,1.38
12862,2022-12-24,2022-12-27,Same Day,C-4738,Customer C-4738,Consumer,Tennessee City 4,Tennessee,South,Office Supplies,Envelopes,Premium Envelopes 682,11.13,12,0.2,106.85,7.74
14899,2022-12-24,2022-12-27,Same Day,C-1251,Customer C-1251,Home Office,Illinois City 3,Illinois,Central,Home & Garden,Garden Tools,Best Garden Tools 899,165.18,9,0.2,1189.3,41.9
714,2022-12-24,2022-12-25,Same Day,C-3397,Customer C-3397,Consumer,Oregon City 2,Oregon,West,Technology,Copiers,Best Copiers 802,1116.12,2,0.4,1339.34,-79.9
669,2022-12-24,2022-12-27,First Class,C-3061,Customer C-3061,Consumer,Massachusetts City 4,Massachusetts,East,Clothing,Jackets,Global Jackets 473,113.95,8,0.5,455.8,-100.1
653,2022-12-24,2022-12-27,Second Class,C-1330,Customer C-1330,Consumer,Texas City 3,Texas,Central,Technology,Accessories,Value Accessories 955,225.95,6,0.2,1084.56,142.16
408,2022-12-24,2022-12-24,Same Day,C-2947,Customer C-2947,Consumer,Indiana City 4,Indiana,Central,Technology,Copiers,Acme Copiers 740,738.1,11,0.2,6495.28,444.37
2017,2022-12-25,2022-12-28,Same Day,C-1151,Customer C-1151,Corporate,Illinois City 3,Illinois,Central,Clothing,Trousers,Premium Trousers 447,29.58,6,0.0,177.48,55.96
7076,2022-12-25,2022-12-27,Standard Class,C-1863,Customer C-1863,Home Office,Tennessee City 4,Tennessee,South,Office Supplies,Fasteners,Global Fasteners 752,62.71,2,0.2,100.34,8.54
9967,2022-12-25,2022-12-25,Same Day,C-2314,Customer C-2314,Consumer,Virginia City 2,Virginia,South,Office Supplies,Envelopes,Premium Envelopes 920,57.31,2,0.4,68.77,-2.6
12545,2022-12-25,2022-12-27,Second Class,C-3230,Customer C-3230,Consumer,Florida City 3,Florida,South,Furniture,Bookcases,Best Bookcases 479,239.22,7,0.0,1674.54,340.11
7640,2022-12-25,2022-12-27,First Class,C-3309,Customer C-3309,Consumer,Michigan City 2,Michigan,Central,Furniture,Tables,Premium Tables 428,375.79,7,0.0,2630.53,696.53
14228,2022-12-25,2022-12-28,Standard Class,C-3757,Customer C-3757,Consumer,Ohio City 4,Ohio,East,Technology,Phones,Premium Phones 948,1269.19,1,0.0,1269.19,342.34
11157,2022-12-25,2022-12-28,Same Day,C-2478,Customer C-2478,Consumer,Oregon City 3,Oregon,West,Furniture,Furnishings,Global Furnishings 726,517.14,6,0.0,3102.84,793.03
13625,2022-12-25,2022-12-25,First Class,C-2553,Customer C-2553,Home Office,New York City 3,New York,East,Office Supplies,Supplies,Global Supplies 183,97.48,6,0.0,584.88,173.3
14400,2022-12-25,2022-12-27,Standard Class,C-1991,Customer C-1991,Home Office,Tennessee City 2,Tennessee,South,Office Supplies,Art,Best Art 810,90.3,6,0.4,325.08,-38.29
8388,2022-12-25,2022-12-30,Second Class,C-1713,Customer C-1713,Home Office,Ohio City 1,Ohio,East,Office Supplies,Labels,Premium Labels 254,76.11,4,0.0,304.44,112.28
2116,2022-12-25,2022-12-29,Second Class,C-4359,Customer C-4359,Consumer,Pennsylvania City 2,Pennsylvania,East,Office Supplies,Binders,Global Binders 448,80.4,3,0.0,241.2,83.94
7521,2022-12-26,2022-12-30,Standard Class,C-2768,Customer C-2768,Consumer,Michigan City 3,Michigan,Central,Furniture,Furnishings,Best Furnishings 356,947.16,3,0.3,1989.04,31.59
7967,2022-12-26,2022-12-31,Same Day,C-1347,Customer C-1347,Home Office,Virginia City 1,Virginia,South,Clothing,Trousers,Acme Trousers 758,129.9,1,0.4,77.94,-7.73
10966,2022-12-26,2022-12-30,Same Day,C-1603,Customer C-1603,Corporate,Virginia City 2,Virginia,South,Technology,Machines,Global Machines 301,1249.12,9,0.0,11242.08,3912.65
13404,2022-12-26,2022-12-30,Same Day,C-1376,Customer C-1376,Corporate,Texas City 1,Texas,Central,Technology,Machines,Best Machines 139,792.62,4,0.4,1902.29,-229.82
13510,2022-12-26,2022-12-28,Same Day,C-4760,Customer C-4760,Corporate,New York City 1,New York,East,Office Supplies,Envelopes,Acme Envelopes 771,65.51,3,0.0,196.53,46.74
2879,2022-12-26,2022-12-31,Standard Class,C-2992,Customer C-2992,Home Office,Michigan City 2,Michigan,Central,Office Supplies,Supplies,Global Supplies 940,62.88,2,0.0,125.76,37.09
11240,2022-12-26,2022-12-27,First Class,C-2137,Customer C-2137,Consumer,Virginia City 1,Virginia,South,Clothing,Trousers,Acme Trousers 207,180.7,2,0.4,216.84,-17.49
5379,2022-12-26,2022-12-29,Second Class,C-2315,Customer C-2315,Corporate,Arizona City 4,Arizona,West,Home & Garden,Garden Tools,Acme Garden Tools 356,15.3,8,0.5,61.2,-9.77
14967,2022-12-26,2022-12-28,Same Day,C-3589,Customer C-3589,Home Office,Arizona City 4,Arizona,West,Furniture,Bookcases,Acme Bookcases 877,95.0,4,0.0,380.0,107.95
3380,2022-12-26,2022-12-27,First Class,C-2999,Customer C-2999,Corporate,New York City 2,New York,East,Clothing,Jackets,Premium Jackets 988,103.55,3,0.0,310.65,73.83
4559,2022-12-26,2022-12-26,Second Class,C-4279,Customer C-4279,Consumer,North Carolina City 3,North Carolina,South,Clothing,T-Shirts,Acme T-Shirts 881,55.86,8,0.0,446.88,148.5
5555,2022-12-26,2022-12-31,First Class,C-4166,Customer C-4166,Corporate,Florida City 3,Florida,South,Technology,Phones,Acme Phones 812,314.95,2,0.0,629.9,143.67
5251,2022-12-26,2022-12-29,Standard Class,C-3197,Customer C-3197,Home Office,Virginia City 4,Virginia,South,Clothing,Jackets,Global Jackets 309,166.09,9,0.0,1494.81,402.65
3541,2022-12-26,2022-12-31,Standard Class,C-3741,Customer C-3741,Home Office,California City 2,California,West,Technology,Machines,Premium Machines 553,488.35,3,0.0,1465.05,312.71
3128,2022-12-26,2022-12-31,First Class,C-1888,Customer C-1888,Consumer,California City 4,California,West,Furniture,Tables,Premium Tables 610,407.28,1,0.0,407.28,105.06
8737,2022-12-26,2022-12-28,Second Class,C-2145,Customer C-2145,Home Office,Indiana City 3,Indiana,Central,Home & Garden,Decor,Value Decor 882,232.51,4,0.0,930.04,218.97
