Customer ID,Recency,Frequency,Monetary,Cluster,Segment
C-2273,45,4,8110.5175,1,High Value
C-2274,72,5,7452.43,1,High Value
C-2276,1049,3,5169.4075,2,Low Value
C-2277,393,4,6520.467500000001,0,Mid Value
C-2278,275,4,488.8,0,Mid Value
C-2279,172,2,1011.1,0,Mid Value
C-2280,668,3,2831.64,2,Low Value
C-2281,394,5,5015.12,0,Mid Value
C-2282,170,3,4858.467500000001,0,Mid Value
C-2283,1187,1,945.8,2,Low Value
C-2284,119,5,4550.13,0,Mid Value
C-2285,92,4,9054.65,1,High Value
C-2286,106,5,8863.6075,1,High Value
C-2287,3,2,350.18,0,Mid Value
C-2288,77,3,6152.727500000001,0,Mid Value
C-2289,370,4,4085.9300000000003,0,Mid Value
C-2290,34,6,3181.59,0,Mid Value
C-2291,702,3,2893.1800000000003,2,Low Value
C-2292,1033,2,2704.0299999999997,2,Low Value
C-2293,999,2,699.01,2,Low Value
C-2294,291,5,1789.1499999999999,0,Mid Value
C-2295,204,4,3213.52,0,Mid Value
C-2296,68,3,10498.505000000001,1,High Value
C-2297,388,2,4993.7375,0,Mid Value
C-2298,194,3,3497.5600000000004,0,Mid Value
C-2300,201,4,2388.95,0,Mid Value
C-2301,730,4,3670.6000000000004,2,Low Value
C-2302,428,3,1414.77,0,Mid Value
C-2303,897,2,938.99,2,Low Value
C-2304,203,5,2622.08,0,Mid Value
C-2305,138,3,1656.96,0,Mid Value
C-2306,584,2,3933.5499999999997,2,Low Value
C-2307,249,2,4897.807500000001,0,Mid Value
C-2309,10,4,5176.967500000001,0,Mid Value
C-2310,248,3,7237.597500000001,0,Mid Value
C-2311,304,4,1625.75,0,Mid Value
C-2312,720,4,3160.1800000000003,2,Low Value
C-2313,124,6,4164.69,1,High Value
C-2314,48,6,12413.815000000002,1,High Value
C-2315,477,7,14344.747500000001,1,High Value
C-2316,543,4,2955.6400000000003,0,Mid Value
C-2317,79,1,242.42,0,Mid Value
C-2318,1153,1,188.8,2,Low Value
C-2319,166,4,1800.3700000000001,0,Mid Value
C-2320,734,2,4811.307500000001,2,Low Value
C-2321,335,5,11270.235,1,High Value
C-2322,894,1,1780.56,2,Low Value
C-2323,416,4,11972.275000000001,1,High Value
C-2324,371,3,2267.1,0,Mid Value
C-2325,12,3,875.98,0,Mid Value
C-2326,255,4,7338.55,0,Mid Value
C-2327,107,5,3066.25,0,Mid Value
C-2328,382,2,3289.2999999999997,0,Mid Value
C-2329,248,5,5996.057500000001,1,High Value
C-2330,568,4,11213.355000000001,1,High Value
C-2331,347,5,8401.7975,1,High Value
C-2332,309,3,2562.15,0,Mid Value
C-2333,360,4,8854.517500000002,1,High Value
C-2334,80,2,1707.5900000000001,0,Mid Value
C-2335,910,4,8637.24,2,Low Value
C-2336,550,5,3407.11,0,Mid Value
C-2337,950,2,4952.597500000001,2,Low Value
C-2338,726,2,2920.83,2,Low Value
C-2339,887,2,1146.77,2,Low Value
C-2340,275,2,2815.58,0,Mid Value
C-2341,12,5,10819.295000000002,1,High Value
C-2342,339,4,4486.4400000000005,0,Mid Value
C-2343,211,5,3874.38,0,Mid Value
C-2344,665,4,1852.28,2,Low Value
C-2345,377,3,5884.677500000001,0,Mid Value
C-2346,55,3,1899.06,0,Mid Value
C-2347,70,3,5187.4175000000005,0,Mid Value
C-2348,464,1,2635.64,2,Low Value
C-2349,318,5,8717.6675,1,High Value
C-2350,711,4,8063.82,2,Low Value
C-2351,464,4,7991.1975,1,High Value
C-2352,958,1,197.22,2,Low Value
C-2353,1120,3,7426.6475,2,Low Value
C-2354,55,3,2323.1,0,Mid Value
C-2355,86,6,8243.61,1,High Value
C-2356,732,3,1140.3899999999999,2,Low Value
C-2357,1099,1,113.46,2,Low Value
C-2358,902,1,4666.087500000001,2,Low Value
C-2359,16,6,5457.2075,1,High Value
C-2360,132,4,1259.88,0,Mid Value
C-2361,51,4,1660.67,0,Mid Value
C-2362,172,6,6012.597500000001,1,High Value
C-2363,401,3,9460.8675,0,Mid Value
C-2364,426,1,974.9,0,Mid Value
C-2365,1123,4,9618.837500000001,2,Low Value
C-2366,522,3,829.5899999999999,0,Mid Value
C-2367,108,4,5581.7475,0,Mid Value
C-2368,756,2,941.76,2,Low Value
C-2369,73,5,1239.26,0,Mid Value
C-2370,139,3,1925.94,0,Mid Value
C-2371,28,4,5909.92,0,Mid Value
C-2372,148,6,2389.16,0,Mid Value
C-2373,375,3,1087.27,0,Mid Value
C-2374,1198,2,6446.16,2,Low Value
C-2375,80,4,6896.9175000000005,0,Mid Value
C-2376,1358,1,1598.2,2,Low Value
C-2377,137,8,3534.13,1,High Value
C-2378,597,1,1092.67,2,Low Value
C-2379,45,2,3984.1,0,Mid Value
C-2380,567,3,6568.4975,0,Mid Value
C-2381,68,6,5963.04,1,High Value
C-2382,326,5,3279.53,0,Mid Value
C-2383,272,3,793.13,0,Mid Value
C-2384,1108,1,1588.9,2,Low Value
C-2385,452,2,3425.14,0,Mid Value
C-2386,538,3,5485.0775,0,Mid Value
C-2387,62,9,9440.737500000001,1,High Value
C-2388,24,4,12841.4675,1,High Value
C-2389,29,2,2311.38,0,Mid Value
C-2390,214,3,3967.58,0,Mid Value
C-2391,115,5,11272.317500000001,1,High Value
C-2392,147,1,3472.08,0,Mid Value
C-2393,57,5,6126.51,1,High Value
C-2394,36,5,11055.155000000002,1,High Value
C-2395,289,2,6229.7475,0,Mid Value
C-2396,159,3,7631.6875,0,Mid Value
C-2397,740,1,4666.087500000001,2,Low Value
C-2398,388,7,11875.4475,1,High Value
C-2399,34,5,3687.81,0,Mid Value
C-2400,376,3,5708.01,0,Mid Value
C-2401,764,1,2926.22,2,Low Value
C-2402,2,5,13736.395,1,High Value
C-2403,407,3,609.69,0,Mid Value
C-2404,537,3,5054.267500000001,0,Mid Value
C-2405,114,4,5722.650000000001,0,Mid Value
C-2406,1247,1,154.51,2,Low Value
C-2407,87,1,1265.18,0,Mid Value
C-2408,538,5,3579.56,0,Mid Value
C-2409,182,4,3135.7200000000003,0,Mid Value
C-2410,118,3,1816.15,0,Mid Value
C-2411,9,7,10812.61,1,High Value
C-2412,433,4,3784.86,0,Mid Value
C-2413,63,5,9177.397500000001,1,High Value
C-2415,762,4,4700.87,2,Low Value
C-2416,291,4,4597.75,0,Mid Value
C-2417,608,2,268.74,2,Low Value
C-2418,204,1,766.28,0,Mid Value
C-2419,27,4,6631.17,0,Mid Value
C-2420,189,3,1288.0700000000002,0,Mid Value
C-2421,72,3,6316.1275000000005,0,Mid Value
C-2422,81,5,10889.087500000001,1,High Value
C-2423,139,5,3508.7,0,Mid Value
C-2425,117,2,853.55,0,Mid Value
C-2426,72,2,563.05,0,Mid Value
C-2427,284,3,2852.7900000000004,0,Mid Value
C-2428,485,3,2434.36,0,Mid Value
C-2429,493,4,5412.2375,0,Mid Value
C-2430,594,3,1986.31,2,Low Value
C-2431,329,2,754.0,0,Mid Value
C-2432,294,3,629.86,0,Mid Value
C-2433,624,6,9509.2675,1,High Value
C-2434,973,6,9779.3275,1,High Value
C-2435,529,7,12667.485,1,High Value
C-2436,34,6,10524.6175,1,High Value
C-2437,59,5,1486.21,0,Mid Value
C-2438,33,7,2694.6099999999997,1,High Value
C-2439,448,4,2649.49,0,Mid Value
C-2440,514,4,6399.247500000001,0,Mid Value
C-2441,939,4,9806.7775,2,Low Value
C-2442,453,1,871.88,2,Low Value
C-2443,600,1,53.32,2,Low Value
C-2444,22,3,7008.837500000001,0,Mid Value
C-2445,713,2,5151.437500000001,2,Low Value
C-2446,335,6,12084.115000000002,1,High Value
C-2447,207,6,8591.5475,1,High Value
C-2448,5,3,1789.1000000000001,0,Mid Value
C-2449,350,3,5845.868672936535,0,Mid Value
C-2450,937,2,2305.74,2,Low Value
C-2451,585,3,1490.32,2,Low Value
C-2452,360,5,4265.25,0,Mid Value
C-2453,609,3,565.77,2,Low Value
C-2454,60,4,7424.077500000001,0,Mid Value
C-2455,732,2,8597.0075,2,Low Value
C-2456,105,3,4207.24,0,Mid Value
C-2457,109,6,11991.550000000001,1,High Value
C-2458,1130,2,9332.175000000001,2,Low Value
C-2459,204,4,2092.64,0,Mid Value
C-2460,267,4,8177.797500000001,1,High Value
C-2461,825,5,5462.217500000001,2,Low Value
C-2462,146,3,2408.59,0,Mid Value
C-2463,58,3,2467.48,0,Mid Value
C-2464,98,8,18502.885000000002,1,High Value
C-2465,52,3,8297.2875,0,Mid Value
C-2466,279,4,3632.4,0,Mid Value
C-2467,925,3,6903.567500000001,2,Low Value
C-2468,26,6,3819.3500000000004,1,High Value
C-2469,790,3,2498.8999999999996,2,Low Value
C-2470,118,2,5769.4975,0,Mid Value
C-2472,333,2,629.1899999999999,0,Mid Value
C-2473,172,2,4142.07,0,Mid Value
C-2474,278,2,1509.57,0,Mid Value
C-2475,280,3,5509.3575,0,Mid Value
C-2476,566,5,9511.097500000002,1,High Value
C-2477,78,3,5459.73,0,Mid Value
C-2478,737,2,3669.77,2,Low Value
C-2479,863,3,5243.200000000001,2,Low Value
C-2480,173,4,7769.887500000001,1,High Value
C-2481,66,2,4124.83,0,Mid Value
C-2482,87,4,4392.81,0,Mid Value
C-2483,77,3,5108.007500000001,0,Mid Value
C-2484,142,8,12484.14,1,High Value
C-2485,244,2,7647.6675000000005,0,Mid Value
C-2486,497,2,237.82999999999998,2,Low Value
C-2487,26,2,4910.3775000000005,0,Mid Value
C-2489,592,2,974.6100000000001,2,Low Value
C-2490,818,4,5952.91,2,Low Value
C-2491,465,3,6367.4,0,Mid Value
C-2492,533,4,609.82,0,Mid Value
C-2493,487,5,1670.58,0,Mid Value
C-2494,81,7,11345.655,1,High Value
C-2495,197,4,1641.88,0,Mid Value
C-2496,78,4,2565.29,0,Mid Value
C-2497,200,4,12367.735,1,High Value
C-2498,141,5,4394.3099999999995,0,Mid Value
C-2499,43,2,4618.38,0,Mid Value
C-2500,32,8,16303.205000000002,1,High Value
C-2501,25,6,11829.587500000001,1,High Value
C-2502,397,4,6891.34,0,Mid Value
C-2503,96,6,12295.2275,1,High Value
C-2504,879,2,4793.95,2,Low Value
C-2505,908,2,3093.8,2,Low Value
C-2506,348,4,3477.8999999999996,0,Mid Value
C-2507,220,6,8837.4275,1,High Value
C-2508,19,5,9483.107500000002,1,High Value
C-2509,234,5,3345.6800000000003,0,Mid Value
C-2510,133,5,13882.987500000001,1,High Value
C-2511,217,5,3444.53,0,Mid Value
C-2512,187,3,7065.5375,0,Mid Value
C-2513,442,2,463.45000000000005,0,Mid Value
C-2514,8,5,6190.03,1,High Value
C-2515,221,2,2377.83,0,Mid Value
C-2516,214,1,4666.087500000001,0,Mid Value
C-2517,34,3,4214.58,0,Mid Value
C-2518,103,4,7641.967500000001,1,High Value
C-2519,542,5,5373.860000000001,0,Mid Value
C-2520,165,3,6657.3775000000005,0,Mid Value
C-2521,5,6,8008.43,1,High Value
C-2522,309,1,127.96,0,Mid Value
C-2523,102,6,10439.2875,1,High Value
C-2524,364,3,5033.767500000001,0,Mid Value
C-2525,35,5,10354.9575,1,High Value
C-2526,67,5,8072.467500000001,1,High Value
C-2527,1077,2,484.42,2,Low Value
C-2528,529,3,4775.3275,0,Mid Value
C-2529,163,3,1285.78,0,Mid Value
C-2530,102,3,3059.41,0,Mid Value
C-2531,379,1,206.0,0,Mid Value
C-2532,455,1,1729.26,2,Low Value
C-2533,334,4,3065.4,0,Mid Value
C-2534,15,4,10515.945000000002,1,High Value
C-2535,1264,1,1315.0,2,Low Value
C-2536,498,1,873.92,2,Low Value
C-2537,488,3,5865.92,0,Mid Value
C-2538,818,2,529.62,2,Low Value
C-2539,391,6,8843.41,1,High Value
C-2540,531,1,2132.86,2,Low Value
C-2541,381,2,2010.86,0,Mid Value
C-2542,876,2,593.6700000000001,2,Low Value
C-2543,721,3,7700.397500000001,2,Low Value
C-2544,202,8,6470.75,1,High Value
C-2545,1167,2,658.22,2,Low Value
C-2546,276,6,11291.595000000001,1,High Value
C-2547,895,7,11009.075,1,High Value
C-2549,74,4,2434.7,0,Mid Value
C-2550,45,5,11749.235,1,High Value
C-2551,60,5,3696.2699999999995,0,Mid Value
C-2552,151,6,13864.015000000001,1,High Value
C-2553,558,3,1593.19,2,Low Value
C-2554,99,7,10812.81,1,High Value
C-2555,388,6,13818.1175,1,High Value
C-2556,585,4,5136.05,0,Mid Value
C-2557,260,9,8232.4875,1,High Value
C-2558,25,5,1444.18,0,Mid Value
C-2559,556,1,85.01,2,Low Value
C-2560,124,3,1399.5100000000002,0,Mid Value
C-2561,28,3,8140.677500000001,0,Mid Value
C-2562,366,3,5864.227500000001,0,Mid Value
C-2563,350,5,6312.54,1,High Value
C-2564,255,2,1185.43,0,Mid Value
C-2565,447,1,256.19,2,Low Value
C-2566,624,3,3637.52,2,Low Value
C-2567,377,3,5494.9075,0,Mid Value
C-2568,55,6,14412.285,1,High Value
C-2569,1237,1,1933.8,2,Low Value
C-2571,15,3,4830.95,0,Mid Value
C-2572,67,1,4666.087500000001,0,Mid Value
C-2573,353,3,8114.2375,0,Mid Value
C-2574,98,4,1445.6799999999998,0,Mid Value
C-2575,9,1,443.52,0,Mid Value
C-2576,1342,1,543.56,2,Low Value
C-2577,109,4,13037.585000000001,1,High Value
C-2578,545,3,3770.06,0,Mid Value
C-2579,835,3,2731.11,2,Low Value
C-2580,554,2,2019.07,2,Low Value
C-2581,408,5,7674.76,1,High Value
C-2582,744,6,3500.94,2,Low Value
C-2583,55,5,6533.540000000001,1,High Value
C-2584,53,5,4953.16,0,Mid Value
C-2585,110,7,6577.37,1,High Value
C-2586,467,4,5674.2475,0,Mid Value
C-2587,417,5,6029.687500000001,1,High Value
C-2588,238,5,4158.73,0,Mid Value
C-2589,48,2,855.5600000000001,0,Mid Value
C-2590,853,5,3839.07,2,Low Value
C-2591,264,3,2617.7999999999997,0,Mid Value
C-2592,441,2,2914.38,0,Mid Value
C-2593,101,5,8226.4475,1,High Value
C-2594,819,1,618.35,2,Low Value
C-2595,500,6,6622.27,1,High Value
C-2596,345,4,6854.2475,0,Mid Value
C-2597,101,3,7448.610000000001,0,Mid Value
C-2598,766,1,4666.087500000001,2,Low Value
C-2599,529,5,8452.1175,1,High Value
C-2600,564,3,8054.217500000001,0,Mid Value
C-2601,288,6,9861.3375,1,High Value
C-2602,6,6,9003.9775,1,High Value
C-2603,657,1,72.51,2,Low Value
C-2604,385,1,626.4,0,Mid Value
C-2605,397,2,762.15,0,Mid Value
C-2606,9,4,5169.360000000001,0,Mid Value
C-2607,309,5,9220.2375,1,High Value
C-2608,19,4,11584.055,1,High Value
C-2609,237,3,967.1600000000001,0,Mid Value
C-2610,259,5,2678.0,0,Mid Value
C-2611,125,3,5965.097500000001,0,Mid Value
C-2612,11,5,8530.647500000001,1,High Value
C-2613,601,2,470.4,2,Low Value
C-2614,156,3,3156.65,0,Mid Value
C-2615,358,4,5684.807500000001,0,Mid Value
C-2616,628,2,3267.3399999999997,2,Low Value
C-2617,90,1,746.9,0,Mid Value
C-2618,97,6,11391.8275,1,High Value
C-2619,909,2,5043.637500000001,2,Low Value
C-2620,1301,3,1141.78,2,Low Value
C-2621,224,4,9589.965000000002,1,High Value
C-2622,351,7,2930.8199999999997,1,High Value
C-2623,128,2,831.93,0,Mid Value
C-2624,300,3,2980.63,0,Mid Value
C-2625,695,6,6236.04,1,High Value
C-2626,120,5,3188.42,0,Mid Value
C-2627,81,8,6783.2699999999995,1,High Value
C-2628,545,3,2078.59,2,Low Value
C-2629,114,4,8484.2675,1,High Value
C-2630,194,5,1637.02,0,Mid Value
C-2631,60,4,11556.9175,1,High Value
C-2632,200,6,10764.8075,1,High Value
C-2633,160,1,690.15,0,Mid Value
C-2634,638,6,10970.065000000002,1,High Value
C-2635,882,3,3622.81,2,Low Value
C-2636,164,6,9537.4375,1,High Value
C-2637,335,3,2813.88,0,Mid Value
C-2638,336,5,4102.01,0,Mid Value
C-2639,520,4,5920.837500000001,0,Mid Value
C-2641,20,7,14175.345000000001,1,High Value
C-2642,555,3,2559.09,2,Low Value
C-2643,1276,2,1252.2800000000002,2,Low Value
C-2644,460,3,798.73,0,Mid Value
C-2645,111,3,2029.94,0,Mid Value
C-2646,2,3,8780.7575,0,Mid Value
C-2647,176,6,1438.18,0,Mid Value
C-2648,883,1,1752.03,2,Low Value
C-2649,351,2,5243.7075,0,Mid Value
C-2650,415,3,5433.22,0,Mid Value
C-2651,249,3,1927.61,0,Mid Value
C-2652,75,2,1938.04,0,Mid Value
C-2653,467,1,1329.68,2,Low Value
C-2654,232,3,1755.83,0,Mid Value
C-2655,20,2,889.37,0,Mid Value
C-2656,302,4,2951.62,0,Mid Value
C-2657,229,4,3121.1899999999996,0,Mid Value
C-2658,218,6,12350.5975,1,High Value
C-2659,76,3,5893.297500000001,0,Mid Value
C-2660,88,4,930.97,0,Mid Value
C-2661,274,3,697.23,0,Mid Value
C-2662,113,1,364.48,0,Mid Value
C-2663,59,5,7507.5175,1,High Value
C-2664,401,3,5502.6,0,Mid Value
C-2665,43,4,9425.625000000002,1,High Value
C-2666,31,2,1817.9031941791418,0,Mid Value
C-2667,401,6,8062.1975,1,High Value
C-2668,59,4,7251.427500000001,0,Mid Value
C-2669,145,1,1316.75,0,Mid Value
C-2670,257,5,4579.91,0,Mid Value
C-2671,344,5,9016.7875,1,High Value
C-2672,228,2,5204.4875,0,Mid Value
C-2674,605,3,1642.78,2,Low Value
C-2675,56,8,5805.65,1,High Value
C-2676,384,4,6530.337500000001,0,Mid Value
C-2677,246,2,1926.86,0,Mid Value
C-2678,112,9,14825.395,1,High Value
C-2679,706,3,4026.6099999999997,2,Low Value
C-2680,191,2,5037.887500000001,0,Mid Value
C-2681,717,1,593.6,2,Low Value
C-2682,25,4,7497.837500000001,1,High Value
C-2683,10,2,3940.45,0,Mid Value
C-2684,206,3,645.23,0,Mid Value
C-2685,36,4,9571.147500000001,1,High Value
C-2686,49,5,6968.28,1,High Value
C-2687,239,4,7483.6275000000005,0,Mid Value
C-2688,70,7,5583.05,1,High Value
C-2689,11,3,5935.047500000001,0,Mid Value
C-2690,472,4,6236.337500000001,0,Mid Value
C-2691,842,1,924.88,2,Low Value
C-2692,222,6,3617.83,0,Mid Value
C-2693,28,6,10934.6375,1,High Value
C-2694,497,2,153.01999999999998,2,Low Value
C-2695,172,6,10533.317500000001,1,High Value
C-2696,528,2,231.89000000000001,2,Low Value
C-2697,150,2,5829.29,0,Mid Value
C-2698,212,5,4173.09,0,Mid Value
C-2699,133,1,844.32,0,Mid Value
C-2700,331,3,1613.5000000000002,0,Mid Value
C-2701,530,3,1245.49,0,Mid Value
C-2702,1338,1,535.75,2,Low Value
C-2703,1123,1,387.52,2,Low Value
C-2704,512,3,5124.8,0,Mid Value
C-2705,791,2,1518.02,2,Low Value
C-2706,110,4,2806.05,0,Mid Value
C-2707,366,1,2285.68,0,Mid Value
C-2708,213,3,3885.91,0,Mid Value
C-2709,185,6,6469.097500000001,1,High Value
C-2710,42,4,964.48,0,Mid Value
C-2711,354,5,7076.307500000001,1,High Value
C-2712,207,8,12104.245,1,High Value
C-2713,144,5,3049.86,0,Mid Value
C-2714,66,2,1254.82,0,Mid Value
C-2715,61,4,6944.257500000001,0,Mid Value
C-2716,233,6,10651.2675,1,High Value
C-2717,53,1,370.02,0,Mid Value
C-2718,311,4,7978.2075,1,High Value
C-2719,200,4,6034.9475,0,Mid Value
C-2720,28,6,6861.6900000000005,1,High Value
C-2721,576,4,9491.895,1,High Value
C-2722,373,1,357.0,0,Mid Value
C-2723,446,4,8454.83,1,High Value
C-2724,209,5,4737.7699999999995,0,Mid Value
C-2725,729,3,5303.227500000001,2,Low Value
C-2726,267,2,4040.54,0,Mid Value
C-2727,145,3,5118.8775000000005,0,Mid Value
C-2728,335,4,1263.75,0,Mid Value
C-2729,96,4,7059.197500000001,0,Mid Value
C-2730,319,4,3799.37,0,Mid Value
C-2731,97,2,6199.9975,0,Mid Value
C-2732,150,6,4184.22,1,High Value
C-2733,34,4,6749.6,0,Mid Value
C-2734,317,8,2023.87,1,High Value
C-2735,167,4,4476.38,0,Mid Value
C-2736,783,2,420.99,2,Low Value
C-2737,552,2,3655.96,2,Low Value
C-2738,884,4,2605.23,2,Low Value
C-2739,411,4,1387.5100000000002,0,Mid Value
C-2740,382,3,5717.2875,0,Mid Value
C-2742,40,2,4819.5275,0,Mid Value
C-2743,128,5,10547.7975,1,High Value
C-2744,22,5,5829.687500000001,1,High Value
C-2745,230,1,9.55,0,Mid Value
C-2746,407,5,7499.070000000001,1,High Value
C-2747,442,3,5741.897500000001,0,Mid Value
C-2748,360,5,4732.8099999999995,0,Mid Value
C-2749,20,4,2935.04,0,Mid Value
C-2750,19,4,6420.9800000000005,0,Mid Value
C-2751,433,6,6561.52,1,High Value
C-2752,534,2,3709.8199999999997,2,Low Value
C-2753,123,4,2909.74,0,Mid Value
C-2754,19,3,2575.89,0,Mid Value
C-2755,122,3,1238.77,0,Mid Value
C-2756,151,5,16603.2625,1,High Value
C-2757,418,4,1353.22,0,Mid Value
C-2758,431,2,4930.9575,0,Mid Value
C-2759,203,2,1220.24,0,Mid Value
C-2763,789,3,3333.72,2,Low Value
C-2764,681,3,5001.967500000001,2,Low Value
C-2765,518,4,5490.369999999999,0,Mid Value
C-2767,324,6,11502.17,1,High Value
C-2768,736,3,6987.007500000001,2,Low Value
C-2769,28,7,10264.57,1,High Value
C-2770,74,3,5070.79,0,Mid Value
C-2771,107,9,15052.225,1,High Value
C-2772,250,6,6576.8275,1,High Value
C-2773,65,3,3039.36,0,Mid Value
C-2774,354,7,3196.34,1,High Value
C-2775,518,4,12557.115000000002,1,High Value
C-2776,9,3,1445.01,0,Mid Value
C-2777,105,3,6883.307500000001,0,Mid Value
C-2778,85,3,7932.6,0,Mid Value
C-2779,10,7,10814.327500000001,1,High Value
C-2780,7,7,8714.5475,1,High Value
C-2781,656,3,1720.27,2,Low Value
C-2782,102,3,6010.98,0,Mid Value
C-2783,88,3,866.55,0,Mid Value
C-2784,57,7,5523.7,1,High Value
C-2785,194,4,6533.75,0,Mid Value
C-2786,162,2,590.55,0,Mid Value
C-2787,140,3,9413.365000000002,0,Mid Value
C-2788,78,2,4156.49,0,Mid Value
C-2789,445,5,8860.27560260833,1,High Value
C-2790,649,4,1843.6599999999999,2,Low Value
C-2791,576,3,652.95,2,Low Value
C-2792,1215,2,2911.2799999999997,2,Low Value
C-2793,962,2,251.18,2,Low Value
C-2794,355,5,13444.015000000001,1,High Value
C-2795,330,4,714.08,0,Mid Value
C-2796,120,4,5968.33,0,Mid Value
C-2797,69,3,9281.0475,0,Mid Value
C-2798,298,1,233.55,0,Mid Value
C-2799,28,7,6603.57,1,High Value
C-2800,64,4,12922.817500000001,1,High Value
C-2801,156,2,1976.66,0,Mid Value
C-2802,19,7,11468.4675,1,High Value
C-2803,5,5,7569.757500000001,1,High Value
C-2804,168,3,8058.9475,0,Mid Value
C-2805,102,3,5216.2475,0,Mid Value
C-2806,76,1,781.48,0,Mid Value
C-2807,758,3,4978.4175000000005,2,Low Value
C-2808,492,5,8617.4675,1,High Value
C-2809,50,8,14082.9475,1,High Value
C-2810,38,5,6387.316495762136,1,High Value
C-2811,999,1,142.97,2,Low Value
C-2812,315,1,85.88,0,Mid Value
C-2813,362,4,6124.299999999999,0,Mid Value
C-2814,366,2,572.24,0,Mid Value
C-2815,114,5,4028.36,0,Mid Value
C-2816,34,4,5816.4875,0,Mid Value
C-2817,137,7,9695.9275,1,High Value
C-2818,657,3,755.15,2,Low Value
C-2819,724,2,934.86,2,Low Value
C-2820,149,6,15007.307499999999,1,High Value
C-2821,483,2,262.21999999999997,2,Low Value
C-2822,232,4,3210.69,0,Mid Value
C-2823,443,4,1965.04,0,Mid Value
C-2824,67,4,7741.119999999999,1,High Value
C-2825,48,4,8671.567500000001,1,High Value
C-2826,599,1,120.25,2,Low Value
C-2827,486,4,1664.66,0,Mid Value
C-2828,437,7,8904.9375,1,High Value
C-2829,273,3,3442.08,0,Mid Value
C-2830,238,4,2531.14,0,Mid Value
C-2831,702,3,8340.74,2,Low Value
C-2832,703,1,1314.26,2,Low Value
C-2833,173,9,18855.305,1,High Value
C-2834,371,5,3248.5,0,Mid Value
C-2835,45,4,10058.505000000001,1,High Value
C-2836,143,1,4666.087500000001,0,Mid Value
C-2837,72,3,2462.96,0,Mid Value
C-2838,582,3,5910.74,2,Low Value
C-2839,291,5,5823.727500000001,1,High Value
C-2840,82,7,6717.360000000001,1,High Value
C-2841,342,6,7709.84,1,High Value
C-2842,748,4,5323.41,2,Low Value
C-2843,72,6,8899.1075,1,High Value
C-2844,701,4,8770.087500000001,2,Low Value
C-2845,655,3,5588.887500000001,2,Low Value
C-2846,95,7,11853.995000000003,1,High Value
C-2847,596,3,6588.257500000001,2,Low Value
C-2848,445,2,342.29,0,Mid Value
C-2849,1273,1,773.38,2,Low Value
C-2850,45,5,8873.8875,1,High Value
C-2851,107,5,2282.36,0,Mid Value
C-2852,24,6,7575.6075,1,High Value
C-2853,866,5,6212.1275000000005,2,Low Value
C-2854,756,3,4577.12,2,Low Value
C-2855,49,5,2023.44,0,Mid Value
C-2856,698,3,6090.757500000001,2,Low Value
C-2857,383,6,8312.5775,1,High Value
C-2858,11,8,12584.4,1,High Value
C-2859,105,1,4666.087500000001,0,Mid Value
C-2860,304,7,8628.81,1,High Value
C-2861,301,6,5558.368666005475,1,High Value
C-2862,503,1,318.81,2,Low Value
C-2863,26,7,8146.097500000001,1,High Value
C-2864,655,5,7765.047500000001,1,High Value
C-2865,509,4,3697.73,0,Mid Value
C-2866,73,3,2443.84,0,Mid Value
C-2867,772,2,4746.227500000001,2,Low Value
C-2868,337,4,864.1700000000001,0,Mid Value
C-2869,141,5,7213.780000000001,1,High Value
C-2870,227,2,1540.8,0,Mid Value
C-2871,33,6,5291.03,1,High Value
C-2872,49,5,10975.855000000001,1,High Value
C-2873,904,5,9027.779999999999,2,Low Value
C-2874,820,2,1337.03,2,Low Value
C-2875,688,7,20812.5175,1,High Value
C-2876,891,2,3364.04,2,Low Value
C-2877,137,3,7624.8675,0,Mid Value
C-2878,544,3,741.3,2,Low Value
C-2879,136,3,1331.19,0,Mid Value
C-2880,31,5,2593.799604195767,0,Mid Value
C-2881,86,2,3141.14,0,Mid Value
C-2882,179,5,14387.935000000001,1,High Value
C-2883,443,4,8649.1075,1,High Value
C-2884,414,6,4968.6900000000005,1,High Value
C-2885,1156,3,4257.400000000001,2,Low Value
C-2886,115,4,4173.01,0,Mid Value
C-2887,301,5,2267.52,0,Mid Value
C-2888,42,3,4971.4575,0,Mid Value
C-2889,388,4,12611.907500000001,1,High Value
C-2890,143,2,1357.2,0,Mid Value
C-2891,157,3,2421.04,0,Mid Value
C-2892,398,4,4385.32,0,Mid Value
C-2893,181,4,1916.04,0,Mid Value
C-2894,239,2,1110.0,0,Mid Value
C-2895,175,5,2541.39,0,Mid Value
C-2896,644,3,5872.007500000001,2,Low Value
C-2897,132,2,4794.2075,0,Mid Value
C-2898,135,4,4853.77,0,Mid Value
C-2899,152,6,5174.2699999999995,1,High Value
C-2900,80,3,10093.705000000002,1,High Value
C-2901,41,4,5646.86,0,Mid Value
C-2902,499,5,2246.67,0,Mid Value
C-2903,535,4,9345.279999999999,1,High Value
C-2904,32,9,18944.8875,1,High Value
C-2905,162,4,5671.9575,0,Mid Value
C-2906,16,7,8636.2175,1,High Value
C-2907,101,3,2078.58,0,Mid Value
C-2908,1075,2,3674.12,2,Low Value
C-2909,60,4,2408.35,0,Mid Value
C-2910,1409,1,836.02,2,Low Value
C-2911,92,3,10436.705000000002,1,High Value
C-2912,550,2,1913.19,2,Low Value
C-2913,195,7,9285.58,1,High Value
